Fecha,anio,mes,lat,long,DPTO,LOC,NDVI_mensual
2014-01-01,2014,1,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.25425000000000003
2014-02-01,2014,2,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.35100000000000003
2014-03-01,2014,3,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.37245000000000006
2014-04-01,2014,4,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.42215
2014-05-01,2014,5,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.45625000000000004
2014-06-01,2014,6,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.385
2014-07-01,2014,7,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.36225
2014-08-01,2014,8,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.40590000000000004
2014-09-01,2014,9,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4736
2014-10-01,2014,10,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.46590000000000004
2014-11-01,2014,11,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.40975000000000006
2014-12-01,2014,12,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3459
2015-01-01,2015,1,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.32605000000000006
2015-02-01,2015,2,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.44725000000000004
2015-03-01,2015,3,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4469
2015-04-01,2015,4,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.44855
2015-05-01,2015,5,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.43790000000000007
2015-06-01,2015,6,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.35775
2015-07-01,2015,7,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.30695000000000006
2015-08-01,2015,8,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.29435
2015-09-01,2015,9,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.31055
2015-10-01,2015,10,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4173
2015-11-01,2015,11,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.39150000000000007
2015-12-01,2015,12,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4131
2016-01-01,2016,1,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4679
2016-02-01,2016,2,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.48109999999999997
2016-03-01,2016,3,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4646
2016-04-01,2016,4,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.45935000000000004
2016-05-01,2016,5,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.38980000000000004
2016-06-01,2016,6,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.32230000000000003
2016-07-01,2016,7,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3318
2016-08-01,2016,8,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3653
2016-09-01,2016,9,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3528
2016-10-01,2016,10,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.41585000000000005
2016-11-01,2016,11,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4252
2016-12-01,2016,12,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3647
2017-01-01,2017,1,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.28775
2017-02-01,2017,2,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.37995
2017-03-01,2017,3,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4055
2017-04-01,2017,4,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.41615
2017-05-01,2017,5,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.5206500000000001
2017-06-01,2017,6,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.40025
2017-07-01,2017,7,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.35005000000000003
2017-08-01,2017,8,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3922
2017-09-01,2017,9,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.42815000000000003
2017-10-01,2017,10,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4263
2017-11-01,2017,11,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.39865
2017-12-01,2017,12,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3146
2018-01-01,2018,1,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.30200000000000005
2018-02-01,2018,2,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.2782
2018-03-01,2018,3,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.31170000000000003
2018-04-01,2018,4,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.35675
2018-05-01,2018,5,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.39795
2018-06-01,2018,6,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3447
2018-07-01,2018,7,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.35240000000000005
2018-08-01,2018,8,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3487
2018-09-01,2018,9,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3714
2018-10-01,2018,10,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4283
2018-11-01,2018,11,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.39385000000000003
2018-12-01,2018,12,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3578
2019-01-01,2019,1,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3264
2019-02-01,2019,2,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.28405
2019-03-01,2019,3,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.32895
2019-04-01,2019,4,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.34625
2019-05-01,2019,5,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.34605
2019-06-01,2019,6,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.32915
2019-07-01,2019,7,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3479
2019-08-01,2019,8,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3046
2019-09-01,2019,9,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.30305000000000004
2019-10-01,2019,10,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.30860000000000004
2019-11-01,2019,11,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.363
2019-12-01,2019,12,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.28905000000000003
2020-01-01,2020,1,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.31615000000000004
2020-02-01,2020,2,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.37215
2020-03-01,2020,3,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.31255
2020-04-01,2020,4,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4366
2020-05-01,2020,5,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.41685
2020-06-01,2020,6,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.44135
2020-07-01,2020,7,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.40755
2020-08-01,2020,8,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.41375
2020-09-01,2020,9,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.43010000000000004
2020-10-01,2020,10,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.38795
2020-11-01,2020,11,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3715
2020-12-01,2020,12,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.33630000000000004
2021-01-01,2021,1,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.35040000000000004
2021-02-01,2021,2,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3592
2021-03-01,2021,3,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.34775
2021-04-01,2021,4,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4263
2021-05-01,2021,5,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4165
2021-06-01,2021,6,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.37024999999999997
2021-07-01,2021,7,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.2629
2021-08-01,2021,8,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.2579
2021-09-01,2021,9,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3547
2021-10-01,2021,10,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.325
2021-11-01,2021,11,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3658
2021-12-01,2021,12,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.39380000000000004
2022-01-01,2022,1,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3116
2022-02-01,2022,2,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.37335
2022-03-01,2022,3,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.38455000000000006
2022-04-01,2022,4,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.42100000000000004
2022-05-01,2022,5,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.35885
2022-06-01,2022,6,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.28545
2022-07-01,2022,7,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.28090000000000004
2022-08-01,2022,8,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.27890000000000004
2022-09-01,2022,9,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.39595
2022-10-01,2022,10,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4053
2022-11-01,2022,11,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4102
2022-12-01,2022,12,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3469
2023-01-01,2023,1,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.34550000000000003
2023-02-01,2023,2,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.40780000000000005
2023-03-01,2023,3,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.5004500000000001
2023-04-01,2023,4,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.45410000000000006
2023-05-01,2023,5,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.387
2023-06-01,2023,6,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3014
2023-07-01,2023,7,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.26425
2023-08-01,2023,8,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3042
2023-09-01,2023,9,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.32795
2023-10-01,2023,10,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.31520000000000004
2023-11-01,2023,11,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.29605000000000004
2023-12-01,2023,12,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.32895
2024-01-01,2024,1,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.36165
2024-02-01,2024,2,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.36325
2024-03-01,2024,3,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.39355000000000007
2024-04-01,2024,4,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.36415000000000003
2024-05-01,2024,5,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3251
2024-06-01,2024,6,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.2952
2024-07-01,2024,7,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.24125000000000002
2024-08-01,2024,8,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.26005
2024-09-01,2024,9,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.34595
2024-10-01,2024,10,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3734
2024-11-01,2024,11,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3789
2024-12-01,2024,12,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.33525000000000005
2025-01-01,2025,1,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.30615000000000003
2025-02-01,2025,2,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.31510000000000005
2025-03-01,2025,3,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.39095
2025-04-01,2025,4,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.43695000000000006
2025-05-01,2025,5,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.46345000000000003
2025-06-01,2025,6,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4208
2025-07-01,2025,7,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.31815000000000004
2025-08-01,2025,8,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.36150000000000004
2025-09-01,2025,9,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.4232
2025-10-01,2025,10,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.45020000000000004
2025-11-01,2025,11,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.42250000000000004
2025-12-01,2025,12,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.32510000000000006
2026-01-01,2026,1,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.29205000000000003
2026-02-01,2026,2,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.3094
2026-03-01,2026,3,-38.08573674,-63.42996816,HUCAL,Jacinto Arauz,0.42500000000000004
2014-01-01,2014,1,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.326
2014-02-01,2014,2,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.37505
2014-03-01,2014,3,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.36545000000000005
2014-04-01,2014,4,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3336
2014-05-01,2014,5,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.39435
2014-06-01,2014,6,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3054
2014-07-01,2014,7,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.30565000000000003
2014-08-01,2014,8,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.43069999999999997
2014-09-01,2014,9,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.4612
2014-10-01,2014,10,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.4062
2014-11-01,2014,11,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.43005000000000004
2014-12-01,2014,12,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.39385000000000003
2015-01-01,2015,1,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.361
2015-02-01,2015,2,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.43285
2015-03-01,2015,3,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.43265
2015-04-01,2015,4,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.39225
2015-05-01,2015,5,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.38480000000000003
2015-06-01,2015,6,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.34535000000000005
2015-07-01,2015,7,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.34340000000000004
2015-08-01,2015,8,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.37145000000000006
2015-09-01,2015,9,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.32995
2015-10-01,2015,10,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.4454
2015-11-01,2015,11,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.4236
2015-12-01,2015,12,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.4022
2016-01-01,2016,1,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.48525
2016-02-01,2016,2,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.4818
2016-03-01,2016,3,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.41885
2016-04-01,2016,4,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.45405000000000006
2016-05-01,2016,5,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3629
2016-06-01,2016,6,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.31655
2016-07-01,2016,7,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.33520000000000005
2016-08-01,2016,8,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.35005000000000003
2016-09-01,2016,9,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3321
2016-10-01,2016,10,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.46225000000000005
2016-11-01,2016,11,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.41390000000000005
2016-12-01,2016,12,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.4127
2017-01-01,2017,1,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.34500000000000003
2017-02-01,2017,2,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3589
2017-03-01,2017,3,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.379
2017-04-01,2017,4,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.4113
2017-05-01,2017,5,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.42815000000000003
2017-06-01,2017,6,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.33490000000000003
2017-07-01,2017,7,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.33220000000000005
2017-08-01,2017,8,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.33720000000000006
2017-09-01,2017,9,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.42835
2017-10-01,2017,10,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3674
2017-11-01,2017,11,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.4134
2017-12-01,2017,12,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.33385
2018-01-01,2018,1,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.30835
2018-02-01,2018,2,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.33094999999999997
2018-03-01,2018,3,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.35655000000000003
2018-04-01,2018,4,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.36510000000000004
2018-05-01,2018,5,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.36515
2018-06-01,2018,6,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3052
2018-07-01,2018,7,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.31385
2018-08-01,2018,8,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.32125000000000004
2018-09-01,2018,9,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.34165
2018-10-01,2018,10,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.4113
2018-11-01,2018,11,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.374
2018-12-01,2018,12,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.34945000000000004
2019-01-01,2019,1,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.31545
2019-02-01,2019,2,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.32335
2019-03-01,2019,3,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.34325
2019-04-01,2019,4,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.39535000000000003
2019-05-01,2019,5,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3489
2019-06-01,2019,6,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3921
2019-07-01,2019,7,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3159
2019-08-01,2019,8,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3109
2019-09-01,2019,9,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3118
2019-10-01,2019,10,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.381
2019-11-01,2019,11,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.36640000000000006
2019-12-01,2019,12,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.32425000000000004
2020-01-01,2020,1,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3073
2020-02-01,2020,2,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.35255000000000003
2020-03-01,2020,3,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3613
2020-04-01,2020,4,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.39455
2020-05-01,2020,5,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.4356
2020-06-01,2020,6,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.44680000000000003
2020-07-01,2020,7,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.36775
2020-08-01,2020,8,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.38425000000000004
2020-09-01,2020,9,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.40735
2020-10-01,2020,10,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.41780000000000006
2020-11-01,2020,11,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.393
2020-12-01,2020,12,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3185
2021-01-01,2021,1,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3268
2021-02-01,2021,2,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3579
2021-03-01,2021,3,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.32155
2021-04-01,2021,4,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.37225
2021-05-01,2021,5,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3286
2021-06-01,2021,6,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3745
2021-07-01,2021,7,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.31305000000000005
2021-08-01,2021,8,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.2853
2021-09-01,2021,9,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.346
2021-10-01,2021,10,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3017
2021-11-01,2021,11,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.36955000000000005
2021-12-01,2021,12,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3851
2022-01-01,2022,1,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.33655
2022-02-01,2022,2,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3922
2022-03-01,2022,3,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.43210000000000004
2022-04-01,2022,4,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.37475
2022-05-01,2022,5,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.39825
2022-06-01,2022,6,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.2781
2022-07-01,2022,7,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.2654
2022-08-01,2022,8,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.28345000000000004
2022-09-01,2022,9,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.41805000000000003
2022-10-01,2022,10,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.43460000000000004
2022-11-01,2022,11,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.42410000000000003
2022-12-01,2022,12,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.38025000000000003
2023-01-01,2023,1,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.35525000000000007
2023-02-01,2023,2,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.35325
2023-03-01,2023,3,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.44245
2023-04-01,2023,4,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.4005
2023-05-01,2023,5,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.38095
2023-06-01,2023,6,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.2841
2023-07-01,2023,7,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.2575
2023-08-01,2023,8,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.28750000000000003
2023-09-01,2023,9,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.36175
2023-10-01,2023,10,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.35550000000000004
2023-11-01,2023,11,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.33605
2023-12-01,2023,12,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.33645
2024-01-01,2024,1,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.42535
2024-02-01,2024,2,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3709
2024-03-01,2024,3,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3649
2024-04-01,2024,4,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.35115
2024-05-01,2024,5,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.35285
2024-06-01,2024,6,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.25825
2024-07-01,2024,7,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.22805000000000003
2024-08-01,2024,8,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.25620000000000004
2024-09-01,2024,9,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.36325
2024-10-01,2024,10,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.37960000000000005
2024-11-01,2024,11,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3693
2024-12-01,2024,12,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.36019999999999996
2025-01-01,2025,1,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.33715
2025-02-01,2025,2,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.42275
2025-03-01,2025,3,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.46425000000000005
2025-04-01,2025,4,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.41625
2025-05-01,2025,5,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.396
2025-06-01,2025,6,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.36995
2025-07-01,2025,7,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.31325000000000003
2025-08-01,2025,8,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.3456
2025-09-01,2025,9,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.49840000000000007
2025-10-01,2025,10,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.5211
2025-11-01,2025,11,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.45530000000000004
2025-12-01,2025,12,-37.97681396,-63.6005155,HUCAL,Gral. San Martín,0.39905
