id_provincia,provincia,id_departamento,departamento,id_cultivo,cultivo,ID Campańa,campana,sup_sembrada_ha,sup_cosechada_ha,produccion_tn,rendimiento_kg_ha,DPTO_LOC
14,CORDOBA,14,CAPITAL,14,Girasol,17,1985/86,500,500,650,1300,CAPITAL
14,CORDOBA,14,CAPITAL,14,Girasol,58,2024/25,250,250,575,2300,CAPITAL
18,CORRIENTES,21,CAPITAL,14,Girasol,9,1977/78,70,70,63,900,CAPITAL
18,CORRIENTES,21,CAPITAL,14,Girasol,10,1978/79,100,98,73,745,CAPITAL
18,CORRIENTES,21,CAPITAL,14,Girasol,11,1979/80,80,75,75,1000,CAPITAL
42,LA PAMPA,7,ATREUCO,14,Girasol,1,1969/70,160,100,60,600,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,2,1970/71,1200,200,70,350,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,3,1971/72,600,50,15,300,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,4,1972/73,500,400,276,690,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,5,1973/74,500,350,245,700,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,6,1974/75,400,200,120,600,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,7,1975/76,500,250,125,500,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,8,1976/77,1500,1250,1062,850,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,9,1977/78,3500,3000,2100,700,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,10,1978/79,7500,7000,6000,857,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,11,1979/80,10100,8700,6100,701,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,12,1980/81,7300,5110,3577,700,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,13,1981/82,14900,11900,9510,799,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,14,1982/83,15500,13950,15000,1075,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,15,1983/84,9000,8370,7533,900,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,16,1984/85,15000,14500,18400,1269,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,17,1985/86,25000,24400,37000,1516,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,18,1986/87,15000,13950,16740,1200,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,19,1987/88,15500,13350,17000,1273,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,20,1988/89,32000,30400,45600,1500,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,21,1989/90,37600,34960,56500,1616,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,22,1990/91,34000,33000,49500,1500,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,23,1991/92,37500,33000,42900,1300,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,24,1992/93,35700,31600,37900,1199,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,25,1993/94,32000,31800,52200,1642,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,26,1994/95,32600,32300,44300,1372,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,27,1995/96,45600,45600,73400,1610,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,28,1996/97,39000,38800,67900,1750,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,29,1997/98,46700,45700,86800,1899,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,30,1998/99,48600,47600,90400,1899,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,31,1999/00,43000,41500,68900,1660,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,32,2000/01,35000,29800,45000,1510,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,33,2001/02,34500,34400,60200,1750,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,34,2002/03,41000,40800,65470,1605,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,35,2003/04,41900,41800,75000,1794,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,36,2004/05,48000,47970,100737,2100,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,37,2005/06,38000,36500,52925,1450,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,38,2006/07,55000,53000,68900,1300,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,39,2007/08,60500,60000,96000,1600,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,40,2008/09,70000,67000,53600,800,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,41,2009/10,60000,59000,67850,1150,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,42,2010/11,55000,52500,99750,1900,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,43,2011/12,57000,57000,96900,1700,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,44,2012/13,56000,56000,109200,1950,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,45,2013/14,50000,46500,60450,1300,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,46,2014/15,45000,44600,84740,1900,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,47,2015/16,40000,40000,80000,2000,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,48,2016/17,42000,42000,79800,1900,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,49,2017/18,33600,33600,84000,2500,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,50,2018/19,18300,18300,43920,2400,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,51,2019/20,15000,15000,30000,2000,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,52,2020/21,19430,19430,42746,2200,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,53,2021/22,41562,41562,103904,2500,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,54,2022/23,49650,49650,124125,2500,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,57,2023/24,26200,26200,62880,2400,ATREUCO
42,LA PAMPA,7,ATREUCO,14,Girasol,58,2024/25,45000,45000,112500,2500,ATREUCO
42,LA PAMPA,21,CAPITAL,14,Girasol,1,1969/70,70,40,20,500,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,2,1970/71,100,20,7,350,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,4,1972/73,50,30,18,600,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,5,1973/74,50,35,21,600,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,6,1974/75,50,35,21,600,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,7,1975/76,50,0,0,0,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,8,1976/77,600,510,433,849,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,9,1977/78,1200,1000,700,700,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,10,1978/79,1100,650,585,900,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,11,1979/80,1500,1200,720,600,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,12,1980/81,1525,1068,854,800,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,13,1981/82,3150,2365,1774,750,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,14,1982/83,5200,4680,5000,1068,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,15,1983/84,4000,3770,3393,900,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,16,1984/85,6000,5800,6380,1100,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,17,1985/86,13500,13150,20000,1521,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,18,1986/87,8100,7533,9040,1200,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,19,1987/88,8500,7500,6750,900,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,20,1988/89,10500,9660,11600,1201,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,21,1989/90,12000,10800,14580,1350,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,22,1990/91,11500,11150,17300,1552,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,23,1991/92,24000,22500,29300,1302,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,24,1992/93,22800,19700,23600,1198,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,25,1993/94,27500,27000,43500,1611,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,26,1994/95,29800,29600,47400,1601,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,27,1995/96,39600,39300,59700,1519,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,28,1996/97,36000,35900,75400,2100,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,29,1997/98,38000,37000,77700,2100,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,30,1998/99,42000,39500,63200,1600,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,31,1999/00,40000,39000,62800,1610,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,32,2000/01,32500,29500,43000,1458,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,33,2001/02,32000,31920,54264,1700,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,34,2002/03,33000,32900,50000,1520,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,35,2003/04,32000,31900,54000,1693,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,36,2004/05,34900,34880,67626,1939,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,37,2005/06,29000,29000,42050,1450,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,38,2006/07,36000,35400,42480,1200,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,39,2007/08,39500,39000,62400,1600,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,40,2008/09,40000,39000,33150,850,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,41,2009/10,38000,37000,43290,1170,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,42,2010/11,32000,32000,60800,1900,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,43,2011/12,33000,33000,56100,1700,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,44,2012/13,32000,32000,57600,1800,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,45,2013/14,25000,24000,31200,1300,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,46,2014/15,25000,24700,44460,1800,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,47,2015/16,20000,20000,36000,1800,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,48,2016/17,22000,22000,41800,1900,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,49,2017/18,17100,17100,34200,2000,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,50,2018/19,21000,21000,48300,2300,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,51,2019/20,15400,15400,27720,1800,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,52,2020/21,15000,15000,30000,2000,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,53,2021/22,14768,14768,32490,2200,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,54,2022/23,18200,18200,40040,2200,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,57,2023/24,19200,19200,42240,2200,CAPITAL
42,LA PAMPA,21,CAPITAL,14,Girasol,58,2024/25,18200,18200,45500,2500,CAPITAL
42,LA PAMPA,28,CATRILO,14,Girasol,1,1969/70,40,30,15,500,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,2,1970/71,400,100,40,400,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,3,1971/72,100,20,6,300,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,4,1972/73,50,30,21,700,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,5,1973/74,50,40,28,700,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,6,1974/75,100,70,56,800,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,7,1975/76,50,0,0,0,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,8,1976/77,250,170,144,847,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,9,1977/78,1000,800,560,700,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,10,1978/79,4000,3600,3600,1000,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,11,1979/80,5600,4900,3800,776,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,12,1980/81,6200,4650,3720,800,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,13,1981/82,11150,10035,8028,800,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,14,1982/83,15000,14250,15600,1095,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,15,1983/84,11000,10230,9718,950,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,16,1984/85,18000,17500,22870,1307,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,17,1985/86,27000,25950,41000,1580,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,18,1986/87,18000,16560,24190,1461,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,19,1987/88,18000,15600,21060,1350,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,20,1988/89,30500,28975,49300,1701,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,21,1989/90,35000,33250,51542,1550,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,22,1990/91,30000,29100,58200,2000,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,23,1991/92,34000,32000,38400,1200,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,24,1992/93,33100,30500,53400,1751,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,25,1993/94,39000,38700,72400,1871,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,26,1994/95,40800,40600,80800,1990,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,27,1995/96,54800,54200,77000,1421,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,28,1996/97,52300,52200,117500,2251,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,29,1997/98,63000,62200,130600,2100,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,30,1998/99,69000,66400,114200,1720,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,31,1999/00,63000,62000,106600,1719,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,32,2000/01,53700,47700,75000,1572,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,33,2001/02,53700,53630,96534,1800,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,34,2002/03,59500,59430,87000,1464,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,35,2003/04,59500,59400,105000,1768,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,36,2004/05,61000,60980,121960,2000,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,37,2005/06,55000,55000,88000,1600,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,38,2006/07,68000,65800,92120,1400,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,39,2007/08,75000,74700,156870,2100,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,40,2008/09,82000,81000,89100,1100,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,41,2009/10,85000,84000,105000,1250,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,42,2010/11,75000,75000,172500,2300,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,43,2011/12,77000,77000,146300,1900,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,44,2012/13,77000,77000,157850,2050,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,45,2013/14,69000,69000,110400,1600,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,46,2014/15,60000,59500,119000,2000,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,47,2015/16,55000,55000,132000,2400,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,48,2016/17,57000,57000,125400,2200,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,49,2017/18,44100,44100,123480,2800,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,50,2018/19,35800,35800,85920,2400,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,51,2019/20,27750,27750,61050,2200,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,52,2020/21,30000,30000,75000,2500,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,53,2021/22,34330,34330,96123,2800,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,54,2022/23,49400,49400,138320,2800,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,57,2023/24,34300,34300,85750,2500,CATRILO
42,LA PAMPA,28,CATRILO,14,Girasol,58,2024/25,38100,38100,106680,2800,CATRILO
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,1,1969/70,150,100,60,600,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,2,1970/71,450,350,210,600,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,3,1971/72,300,50,25,500,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,4,1972/73,500,450,270,600,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,5,1973/74,450,400,240,600,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,6,1974/75,1550,1165,1080,927,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,7,1975/76,2100,1850,1850,1000,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,8,1976/77,3000,2500,2250,900,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,9,1977/78,6000,5000,4500,900,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,10,1978/79,5500,5000,5000,1000,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,11,1979/80,10200,9200,9900,1076,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,12,1980/81,11625,10447,11497,1101,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,13,1981/82,16500,15740,18100,1150,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,14,1982/83,21500,20280,24400,1203,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,15,1983/84,23000,19400,22182,1143,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,16,1984/85,24000,23500,34460,1466,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,17,1985/86,38000,35000,47500,1357,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,18,1986/87,26600,23940,39500,1650,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,19,1987/88,27150,24990,49000,1961,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,20,1988/89,37000,35150,67000,1906,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,21,1989/90,40000,38400,55680,1450,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,22,1990/91,28000,28000,56000,2000,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,23,1991/92,35500,33700,60700,1801,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,24,1992/93,32800,31800,50900,1601,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,25,1993/94,55000,52800,126700,2400,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,26,1994/95,98600,94700,162900,1720,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,27,1995/96,98600,95600,121400,1270,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,28,1996/97,64000,60800,118600,1951,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,29,1997/98,76800,71100,106700,1501,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,30,1998/99,75300,71600,157500,2200,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,31,1999/00,61000,55200,99400,1801,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,32,2000/01,17200,16900,34000,2012,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,33,2001/02,18200,17800,41000,2303,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,34,2002/03,22600,22100,46000,2081,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,35,2003/04,16800,16300,19600,1202,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,36,2004/05,14200,13800,35900,2601,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,37,2005/06,10600,10200,21400,2098,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,38,2006/07,10600,10400,23900,2298,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,39,2007/08,20800,20400,44900,2201,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,40,2008/09,14200,13900,25020,1800,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,41,2009/10,16300,16000,33600,2100,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,42,2010/11,18700,18300,29280,1600,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,43,2011/12,22400,22000,55000,2500,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,44,2012/13,15700,15200,33440,2200,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,45,2013/14,14700,14400,23040,1600,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,46,2014/15,26800,26300,76270,2900,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,47,2015/16,21400,20500,46690,2278,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,48,2016/17,6500,6300,15120,2400,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,49,2017/18,5900,5700,15960,2800,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,50,2018/19,400,400,800,2000,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,51,2019/20,4000,3900,9400,2410,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,52,2020/21,5400,5300,13250,2500,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,53,2021/22,7258,6858,17145,2500,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,54,2022/23,12700,12400,27280,2200,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,57,2023/24,9700,9500,23750,2500,CHAPALEUFU
42,LA PAMPA,56,CHAPALEUFU,14,Girasol,58,2024/25,13400,13130,33482,2550,CHAPALEUFU
42,LA PAMPA,35,CONHELO,14,Girasol,1,1969/70,2000,1400,943,674,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,2,1970/71,4700,3500,2200,629,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,3,1971/72,2800,600,234,390,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,4,1972/73,2800,2600,2080,800,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,5,1973/74,3000,2605,2000,768,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,6,1974/75,4000,3200,3200,1000,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,7,1975/76,12000,10500,10500,1000,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,8,1976/77,18600,14600,14200,973,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,9,1977/78,40000,32500,25500,785,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,10,1978/79,18000,15500,14725,950,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,11,1979/80,27000,24000,17100,713,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,12,1980/81,8600,7740,7740,1000,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,13,1981/82,13000,11700,11115,950,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,14,1982/83,16900,15210,17000,1118,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,15,1983/84,18000,15300,15300,1000,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,16,1984/85,20000,19500,28220,1447,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,17,1985/86,35000,32900,34000,1033,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,18,1986/87,24500,22540,33810,1500,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,19,1987/88,25500,20400,25370,1244,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,20,1988/89,34500,31400,34600,1102,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,21,1989/90,39500,35500,40882,1152,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,22,1990/91,24000,24000,40800,1700,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,23,1991/92,30000,28500,44200,1551,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,24,1992/93,26900,25800,36100,1399,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,25,1993/94,30000,28200,56400,2000,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,26,1994/95,36500,34300,53900,1571,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,27,1995/96,38300,36400,42200,1159,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,28,1996/97,30600,28200,42300,1500,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,29,1997/98,42800,41800,73200,1751,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,30,1998/99,49200,47300,89900,1901,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,31,1999/00,42800,40700,81400,2000,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,32,2000/01,34900,34000,69000,2029,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,33,2001/02,39700,39300,90400,2300,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,34,2002/03,49400,48100,52000,1081,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,35,2003/04,24200,23700,49900,2105,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,36,2004/05,24200,23200,39500,1703,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,37,2005/06,32400,29200,35000,1199,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,38,2006/07,35600,34900,31500,903,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,39,2007/08,35600,34200,34200,1000,CONHELO
42,LA PAMPA,35,CONHELO,14,Girasol,40,2008/09,44200,39800,35820,900,CONHELO
